individual_id,city_id,age_group,age,education,monthly_income,monthly_rent,commute_minutes,commute_satisfaction,wechat_contacts,friends_met_weekly,loneliness_score,job_satisfaction,housing_satisfaction,life_satisfaction,well_being_score,city_population,pop_group
3295,143,46-55,50,本科,9255.9,577.3,14.2,8.0,44,5.2,2.6,6.2,6.0,5.0,4.5,178.51,2
3296,73,26-35,30,本科,6456.7,2915.1,25.6,8.6,46,4.0,3.8,3.2,7.6,6.7,4.5,709.56,7
3297,47,26-35,30,本科,7345.2,1927.4,22.5,7.0,57,4.9,1.9,6.0,3.1,2.8,3.1,427.14,6
3298,157,36-45,40,高中及以下,3723.9,1293.0,13.7,8.7,41,5.5,3.5,4.4,7.8,5.5,4.6,238.37,3
3299,124,26-35,30,本科,5801.6,518.2,21.7,9.2,43,4.9,2.9,7.9,7.8,6.9,6.0,266.9,4
3300,108,26-35,30,硕士,17527.2,617.3,5.8,9.4,45,6.5,3.5,4.5,7.7,6.6,4.9,192.01,2
3301,84,36-45,40,大专,4217.8,947.4,8.2,10.0,43,4.5,1.0,3.2,6.3,2.4,3.3,66.12,0
3302,66,55+,60,本科,6067.0,1454.2,13.1,8.1,20,4.4,2.1,4.8,9.7,3.7,4.9,138.1,1
3303,27,26-35,30,硕士,10050.5,1156.8,16.1,5.8,17,5.2,2.6,6.8,9.3,4.0,5.4,216.09,3
3304,64,36-45,40,高中及以下,4110.8,1362.2,21.7,8.4,36,5.2,2.2,6.2,5.9,8.0,5.4,334.46,4
3305,65,18-25,22,博士,19689.1,1805.9,24.7,8.7,10,3.4,2.9,4.6,7.4,4.1,4.2,576.08,6
3306,73,26-35,30,博士,16014.5,1620.3,24.9,8.2,28,6.1,2.4,6.1,6.5,7.4,5.4,709.56,7
3307,65,36-45,40,博士,20201.8,1382.9,17.1,7.9,58,4.3,3.7,2.2,8.1,6.1,4.2,576.08,6
3308,3,26-35,30,本科,10521.2,2560.2,30.1,7.6,7,4.4,2.3,3.0,8.4,3.9,4.0,680.64,7
3309,67,55+,60,博士,27093.2,1165.1,26.2,8.3,32,3.6,5.6,7.7,9.2,6.0,5.7,404.86,5
3310,2,18-25,22,本科,8393.3,1129.0,22.3,8.5,34,4.6,4.2,6.5,5.0,4.2,3.9,283.64,4
3311,153,46-55,50,本科,5867.7,902.3,5.0,6.8,6,5.4,3.5,5.0,5.8,6.3,4.4,187.21,2
3312,46,36-45,40,大专,5348.9,1971.0,12.1,7.5,26,5.9,2.0,6.3,9.9,7.0,6.3,93.63,0
3313,27,26-35,30,高中及以下,3825.1,1618.3,12.0,7.0,53,5.1,2.9,5.0,7.5,5.2,4.6,216.09,3
3314,128,26-35,30,高中及以下,3779.3,945.3,19.8,8.5,8,6.3,4.2,5.7,8.2,3.0,4.2,163.96,2
3315,185,18-25,22,本科,8040.9,683.0,12.9,8.8,5,7.6,4.9,6.2,8.3,8.4,5.8,303.08,4
3316,179,26-35,30,本科,11479.3,5180.6,46.9,6.8,78,3.3,7.5,7.3,2.7,8.8,4.3,1808.04,9
3317,117,36-45,40,大专,4341.1,254.7,21.8,8.8,29,7.7,2.2,5.2,5.8,3.1,3.7,46.12,0
3318,75,46-55,50,本科,5932.1,777.7,9.5,7.8,6,4.6,4.0,7.3,7.1,7.5,5.7,337.61,5
3319,53,46-55,50,硕士,12088.1,765.5,11.7,8.5,32,5.5,2.3,5.3,9.3,4.9,5.2,273.6,4
3320,83,36-45,40,本科,5470.8,233.8,17.8,9.1,10,5.3,2.5,6.3,6.1,6.8,5.1,88.39,0
3321,6,26-35,30,高中及以下,2829.5,3037.1,24.0,6.8,61,4.5,3.3,6.2,7.2,2.9,4.2,719.97,7
3322,122,26-35,30,硕士,12376.8,1577.6,20.7,9.0,26,5.9,3.9,5.5,6.0,5.4,4.3,603.53,6
3323,179,18-25,22,高中及以下,3912.8,4719.1,53.0,7.1,79,1.7,6.4,6.8,2.7,5.9,3.5,1808.04,9
3324,136,46-55,50,高中及以下,3207.5,679.4,16.4,9.0,27,6.7,3.3,7.3,10.0,6.3,6.3,67.81,0
3325,125,46-55,50,本科,11616.7,3033.6,43.2,7.0,73,2.1,5.7,4.2,6.8,3.6,3.4,1326.71,8
3326,66,26-35,30,大专,3784.2,370.7,18.4,8.2,25,4.5,3.6,4.0,6.2,1.9,2.9,138.1,1
3327,99,46-55,50,高中及以下,3266.5,399.7,14.7,7.9,31,5.5,1.0,6.6,7.2,7.4,5.9,117.38,1
3328,185,36-45,40,本科,8770.6,1255.7,20.0,7.5,17,4.9,4.3,7.0,9.0,2.9,4.8,303.08,4
3329,154,55+,60,高中及以下,3912.1,1377.6,7.4,8.0,10,6.6,3.6,4.1,6.2,7.3,4.5,198.95,2
3330,9,26-35,30,硕士,15728.1,1432.3,15.2,8.9,24,5.2,4.7,3.9,7.2,5.3,4.0,255.33,4
3331,45,46-55,50,本科,10853.9,1372.0,15.1,8.7,5,5.9,1.5,5.9,8.5,6.7,5.8,72.25,0
3332,97,36-45,40,高中及以下,3803.9,1179.8,9.1,10.0,23,5.2,4.2,3.1,9.7,4.2,4.3,192.68,2
3333,167,55+,60,大专,6153.5,2447.7,31.5,6.2,56,3.8,4.6,4.2,10.0,3.8,4.5,989.1,8
3334,179,36-45,40,高中及以下,4047.2,5040.0,51.0,6.8,75,2.7,5.8,6.5,5.0,4.0,3.6,1808.04,9
3335,73,36-45,40,大专,5098.7,2205.6,21.7,5.8,34,3.1,3.0,6.5,7.7,4.7,5.0,709.56,7
3336,40,36-45,40,大专,5400.0,1268.2,5.3,8.6,53,3.4,4.2,7.3,5.5,7.1,5.1,310.59,4
3337,29,55+,60,博士,13907.8,200.0,5.1,10.0,16,6.4,2.3,7.3,7.8,2.6,4.7,110.86,1
3338,17,46-55,50,本科,5684.8,473.3,10.6,8.3,15,5.8,3.6,6.6,6.6,4.9,4.7,203.21,3
3339,35,55+,60,本科,7220.0,725.7,8.9,8.4,48,5.7,3.9,4.6,8.1,4.3,4.3,43.78,0
3340,20,55+,60,博士,13864.8,1318.8,27.0,6.6,18,5.7,2.7,6.6,4.6,3.7,3.9,642.68,6
3341,112,46-55,50,本科,7131.2,702.1,5.0,9.1,33,4.4,3.8,6.5,7.1,4.1,4.5,157.63,1
3342,156,26-35,30,硕士,8829.6,2994.6,41.2,8.3,61,3.8,4.6,6.8,5.9,6.7,4.9,958.89,8
3343,68,46-55,50,大专,4634.3,530.0,14.4,8.5,37,5.2,4.3,5.1,9.5,7.1,5.6,213.07,3
3344,113,18-25,22,本科,9819.0,3986.1,51.0,7.6,69,3.3,7.5,5.4,4.4,5.8,3.4,1742.79,9
3345,177,26-35,30,大专,7432.3,2201.4,20.1,6.2,30,5.0,3.4,4.6,6.7,6.6,4.6,634.94,6
3346,179,55+,60,本科,9821.3,5373.2,54.4,6.1,78,2.6,7.5,6.6,8.1,7.8,5.4,1808.04,9
3347,76,36-45,40,高中及以下,2664.4,649.0,22.4,8.7,34,5.2,2.5,2.5,7.4,7.2,4.5,161.91,1
3348,152,36-45,40,高中及以下,2202.2,900.3,5.9,9.8,26,7.7,2.4,4.5,8.3,7.5,5.5,75.19,0
3349,12,46-55,50,本科,7779.1,603.9,20.5,9.3,45,5.3,4.9,5.3,7.1,4.8,4.2,189.04,2
3350,120,26-35,30,大专,4937.0,1215.4,27.4,9.2,6,5.1,5.7,5.5,6.5,4.5,3.9,327.35,4
3351,123,18-25,22,硕士,11979.3,532.3,9.2,9.7,12,5.3,1.6,6.6,9.4,7.3,6.4,36.53,0
3352,115,26-35,30,本科,4875.3,1848.5,5.0,7.9,24,6.7,3.3,7.0,7.2,5.7,5.2,200.65,2
3353,37,46-55,50,高中及以下,2942.1,259.5,17.2,8.0,32,3.9,1.2,3.8,7.6,6.4,4.9,20.91,0
3354,136,26-35,30,硕士,11137.9,1142.2,15.9,9.0,22,5.7,1.3,5.7,10.0,5.2,5.8,67.81,0
3355,55,18-25,22,博士,20477.7,1080.1,24.8,8.6,42,6.4,3.8,2.2,6.1,7.5,4.0,376.64,5
3356,179,36-45,40,博士,28224.1,5438.3,68.4,5.4,75,2.6,7.1,9.5,5.4,6.9,5.2,1808.04,9
3357,20,36-45,40,大专,4528.5,1562.7,26.2,9.8,64,5.9,2.5,6.8,6.4,5.0,4.8,642.68,6
3358,138,26-35,30,高中及以下,3555.6,1544.0,17.4,9.3,5,3.3,1.8,6.3,8.9,5.8,5.7,334.79,4
3359,86,26-35,30,硕士,9246.4,1777.7,13.2,8.7,52,6.2,2.9,4.6,9.5,5.4,5.2,370.7,5
3360,73,46-55,50,硕士,8870.0,2383.3,29.6,8.6,76,5.4,4.3,4.8,6.9,4.5,4.0,709.56,7
3361,70,36-45,40,硕士,10390.9,254.3,14.2,8.2,6,5.2,3.2,6.1,10.0,5.7,5.8,213.02,3
3362,82,55+,60,本科,11458.8,2518.3,15.2,6.8,69,3.3,4.2,4.6,8.4,6.8,5.1,650.6,7
3363,55,46-55,50,硕士,7778.1,878.1,26.6,8.3,43,5.4,2.0,5.6,7.6,6.9,5.5,376.64,5
3364,167,26-35,30,本科,6265.2,3703.6,37.7,5.3,90,5.4,4.6,6.2,6.6,6.8,4.9,989.1,8
3365,125,36-45,40,高中及以下,3226.1,3605.5,51.0,6.1,49,2.5,4.4,6.0,5.8,6.2,4.5,1326.71,8
3366,154,36-45,40,硕士,11418.1,1113.4,14.0,6.2,53,6.5,3.0,6.4,6.8,6.0,5.1,198.95,2
3367,55,18-25,22,高中及以下,4367.7,1396.4,14.5,9.4,19,6.8,2.9,5.4,7.3,4.5,4.5,376.64,5
3368,50,46-55,50,本科,7377.8,1222.6,19.9,10.0,21,3.8,3.6,4.6,7.7,4.2,4.2,205.22,3
3369,94,26-35,30,高中及以下,4355.0,955.6,5.6,7.5,32,6.7,2.1,6.3,5.9,6.6,5.1,100.27,0
3370,145,18-25,22,本科,6948.8,1757.2,10.0,8.9,33,5.4,3.2,4.3,4.7,7.0,4.1,324.35,4
3371,191,26-35,30,高中及以下,4233.1,1280.3,26.2,7.9,31,5.8,2.3,3.8,9.2,3.2,4.3,349.46,5
3372,81,55+,60,博士,14088.0,774.0,11.5,7.6,28,5.2,3.5,3.5,10.0,5.2,4.8,212.11,3
3373,174,36-45,40,本科,8028.6,770.7,22.4,7.4,18,6.1,3.8,3.5,6.4,4.4,3.5,195.72,2
3374,180,18-25,22,高中及以下,2247.5,1185.2,16.8,6.2,33,4.9,3.7,5.2,5.9,6.1,4.4,277.46,4
3375,1,36-45,40,硕士,13029.6,633.7,27.1,8.2,34,5.9,1.8,2.5,8.1,8.1,5.1,129.25,1
3376,148,55+,60,本科,6061.1,1930.5,12.2,9.5,7,4.4,3.9,5.0,9.5,4.8,5.0,250.12,4
3377,94,18-25,22,大专,4417.2,200.0,11.6,7.4,15,6.1,3.1,4.5,7.6,4.3,4.2,100.27,0
3378,122,26-35,30,博士,14210.1,1801.6,26.7,8.2,30,4.8,3.5,7.4,8.2,5.3,5.5,603.53,6
3379,113,26-35,30,硕士,18330.6,4922.4,61.0,6.4,60,3.0,6.7,7.0,6.0,4.2,4.0,1742.79,9
3380,175,26-35,30,高中及以下,2638.2,893.6,14.7,8.9,36,4.9,3.1,3.0,9.7,6.9,5.2,339.4,5
3381,43,26-35,30,高中及以下,2342.9,1074.2,22.6,9.0,37,7.8,3.2,5.1,7.5,4.6,4.5,109.83,1
3382,141,18-25,22,大专,5801.6,1241.7,26.9,7.2,43,3.1,3.9,5.1,9.0,5.3,5.0,548.48,6
3383,59,36-45,40,硕士,12920.6,2529.7,19.4,6.9,21,4.7,2.5,4.0,8.7,7.0,5.3,393.68,5
3384,167,55+,60,博士,15176.8,2491.4,38.6,7.7,43,5.1,4.3,5.2,5.7,3.4,3.5,989.1,8
3385,176,26-35,30,大专,4765.0,655.0,22.4,10.0,41,7.7,3.4,3.4,7.1,6.5,4.4,150.36,1
3386,52,55+,60,博士,12394.0,200.0,10.8,9.4,7,6.2,1.7,5.0,9.3,6.3,5.6,75.42,0
3387,77,36-45,40,大专,4530.2,200.0,7.1,9.2,57,6.0,2.0,4.2,7.0,7.0,4.9,110.06,1
3388,113,18-25,22,博士,21256.2,4563.5,54.9,5.8,58,3.3,6.1,8.0,3.1,3.8,3.4,1742.79,9
3389,9,26-35,30,硕士,14781.8,1067.1,21.3,6.9,19,4.6,4.4,6.7,5.7,5.6,4.5,255.33,4
3390,113,18-25,22,本科,10724.7,4214.1,44.1,6.6,85,0.9,5.5,6.9,7.6,6.3,5.2,1742.79,9
3391,125,46-55,50,大专,7083.1,3221.8,42.3,5.2,56,1.7,4.8,7.0,7.5,6.9,5.4,1326.71,8
3392,179,46-55,50,硕士,18052.3,5073.9,60.3,5.4,63,3.7,4.7,7.0,2.1,6.3,3.7,1808.04,9
3393,81,26-35,30,硕士,11047.3,1347.4,7.3,6.4,24,6.5,3.0,4.8,8.7,7.7,5.6,212.11,3
3394,56,46-55,50,高中及以下,1965.6,1053.2,21.2,8.1,32,4.6,1.0,1.8,8.6,6.8,4.8,64.12,0
3395,113,46-55,50,博士,28736.9,4077.8,54.2,8.2,95,3.3,6.1,7.7,6.6,5.6,4.8,1742.79,9
3396,166,26-35,30,本科,8773.3,1749.1,25.2,9.7,7,4.6,1.4,5.2,5.8,8.4,5.3,337.67,5
3397,120,46-55,50,本科,5522.1,795.2,14.0,8.4,5,5.6,2.7,3.5,7.7,7.9,5.1,327.35,4
3398,175,46-55,50,本科,6843.3,1628.1,15.9,8.3,39,6.5,2.0,2.5,8.4,5.9,4.5,339.4,5
3399,41,26-35,30,高中及以下,3434.5,714.1,8.1,8.3,29,5.6,3.8,3.9,8.1,4.5,4.2,176.16,2
3400,176,26-35,30,硕士,14196.3,726.1,12.0,10.0,8,6.1,2.5,9.0,5.7,4.3,5.1,150.36,1
3401,118,55+,60,本科,8096.7,1993.8,19.8,6.8,57,3.2,3.5,3.3,8.9,7.0,5.0,465.37,6
3402,65,26-35,30,硕士,16922.6,3122.0,25.6,9.3,30,4.1,5.0,4.0,5.5,3.7,3.1,576.08,6
3403,20,26-35,30,大专,4704.1,3332.9,27.1,9.1,60,6.2,4.7,6.5,6.0,5.4,4.4,642.68,6
3404,15,36-45,40,高中及以下,3197.8,649.8,7.6,9.4,38,5.6,3.2,4.9,7.3,3.2,3.9,84.58,0
3405,138,46-55,50,硕士,12472.8,1929.7,20.1,9.5,15,5.3,3.2,4.3,7.8,6.8,4.9,334.79,4
3406,185,36-45,40,高中及以下,2390.9,2612.2,16.0,9.7,30,5.8,2.9,4.0,7.5,5.1,4.3,303.08,4
3407,150,46-55,50,高中及以下,3200.3,644.3,17.9,9.2,21,6.8,2.6,3.6,7.9,5.3,4.4,190.66,2
3408,154,46-55,50,本科,7358.5,1597.8,11.6,9.7,27,5.6,2.2,6.3,7.1,4.6,4.8,198.95,2
3409,47,46-55,50,高中及以下,3452.0,938.2,33.0,8.6,47,5.6,3.4,8.2,6.4,5.9,5.4,427.14,6
3410,71,46-55,50,硕士,19098.4,2194.9,32.3,8.5,58,4.9,6.7,3.9,6.1,5.7,3.5,690.93,7
3411,164,36-45,40,硕士,10393.6,1714.6,22.6,8.6,16,5.9,3.9,5.5,6.7,5.2,4.4,388.92,5
3412,113,18-25,22,本科,8768.1,4963.1,57.5,5.3,88,3.2,6.5,5.5,5.7,5.2,3.8,1742.79,9
3413,3,26-35,30,大专,3447.5,1797.2,29.1,7.6,50,3.4,3.5,5.6,9.6,5.1,5.3,680.64,7
3414,63,18-25,22,本科,6258.7,964.4,12.0,9.5,12,4.1,1.2,5.6,10.0,4.2,5.5,44.87,0
3415,177,55+,60,本科,9860.6,1384.5,30.2,9.6,18,5.2,3.6,1.5,8.0,7.3,4.3,634.94,6
3416,166,55+,60,本科,8834.1,257.5,12.1,8.5,19,5.2,2.5,3.7,6.3,4.1,3.7,337.67,5
3417,43,26-35,30,硕士,6517.7,369.3,16.5,7.7,33,4.6,3.5,6.0,6.3,3.8,4.1,109.83,1
3418,58,36-45,40,大专,5501.7,2006.6,12.5,7.8,19,6.2,3.1,4.8,7.9,4.2,4.4,206.7,3
3419,183,46-55,50,本科,7089.9,863.7,18.0,9.7,23,6.7,2.3,5.9,6.3,5.5,4.7,240.44,3
3420,88,18-25,22,大专,4987.8,1026.4,12.1,8.0,6,5.8,2.0,3.8,8.8,7.0,5.3,87.38,0
3421,31,55+,60,本科,7661.5,2146.3,34.8,7.2,65,2.1,7.5,2.4,4.9,5.5,2.6,946.03,7
3422,113,36-45,40,高中及以下,3085.7,5458.9,47.6,7.7,82,3.7,5.5,7.5,9.3,5.9,5.7,1742.79,9
3423,106,26-35,30,硕士,12529.7,1234.9,32.9,6.7,62,3.9,5.9,3.7,6.0,5.8,3.6,978.66,8
3424,191,36-45,40,本科,6396.0,1726.8,21.2,10.0,39,3.7,3.8,5.4,7.1,6.1,4.8,349.46,5
3425,133,36-45,40,大专,5706.7,1127.8,13.7,7.1,21,5.0,4.2,6.3,8.3,6.7,5.5,238.31,3
3426,105,18-25,22,硕士,9872.2,1239.1,20.9,7.8,5,6.8,4.5,6.3,7.4,7.6,5.4,222.31,3
3427,82,36-45,40,硕士,13391.9,1683.2,17.0,6.3,20,5.8,4.9,3.6,9.6,5.2,4.6,650.6,7
3428,125,36-45,40,大专,6878.2,3268.1,42.7,6.3,65,3.3,6.3,6.5,5.7,4.5,3.9,1326.71,8
3429,113,26-35,30,硕士,18275.8,4962.2,54.0,5.2,89,3.3,4.8,6.1,5.9,5.1,4.2,1742.79,9
3430,138,18-25,22,大专,5115.6,1096.6,15.8,8.1,39,5.1,4.7,2.6,7.9,8.3,4.7,334.79,4
3431,116,36-45,40,硕士,11206.5,1372.0,17.5,9.8,24,4.6,1.7,5.0,5.7,5.5,4.4,143.35,1
3432,179,18-25,22,硕士,14784.0,4476.7,49.8,6.3,71,1.8,4.8,6.9,4.1,6.0,4.2,1808.04,9
3433,0,26-35,30,博士,24125.8,1149.5,21.2,8.6,29,6.4,2.9,7.6,4.8,4.4,4.4,243.89,3
3434,118,36-45,40,高中及以下,3191.6,2887.3,21.0,7.2,50,2.5,3.9,3.5,10.0,3.7,4.4,465.37,6
3435,162,18-25,22,高中及以下,2984.6,1699.9,10.9,6.7,34,5.7,1.1,4.3,5.6,5.9,4.4,472.76,6
3436,20,55+,60,本科,7804.8,1999.2,33.1,6.6,9,4.8,4.1,6.8,5.2,5.0,4.3,642.68,6
3437,20,26-35,30,博士,20338.7,2288.1,30.5,9.7,29,5.3,5.0,5.1,7.9,4.2,4.2,642.68,6
3438,20,36-45,40,博士,13723.6,1939.5,23.8,7.8,54,4.2,5.4,5.2,7.5,9.2,5.5,642.68,6
3439,183,36-45,40,大专,4334.6,644.5,9.2,9.1,11,5.6,3.3,5.7,7.1,7.3,5.3,240.44,3
3440,169,36-45,40,本科,9430.1,1250.6,16.9,9.3,51,4.8,3.9,5.0,5.3,5.3,3.9,69.84,0
3441,24,26-35,30,大专,3913.0,954.8,20.1,8.5,5,6.5,1.0,7.5,6.9,7.3,6.1,86.11,0
3442,135,18-25,22,高中及以下,3929.0,2158.4,30.2,7.7,44,4.3,4.5,6.4,7.2,8.3,5.6,699.2,7
3443,122,26-35,30,大专,4359.4,1899.4,18.9,7.6,40,5.2,4.2,5.6,7.4,6.3,4.9,603.53,6
3444,31,26-35,30,高中及以下,3795.8,3497.4,33.5,7.2,82,5.8,6.7,5.4,3.9,6.2,3.5,946.03,7
3445,113,46-55,50,硕士,12337.4,5294.5,53.0,4.9,95,2.1,6.6,9.5,4.8,2.1,3.7,1742.79,9
3446,6,36-45,40,本科,6389.0,1773.6,30.3,7.0,54,4.7,2.9,6.3,4.8,6.5,4.6,719.97,7
3447,1,36-45,40,本科,6889.7,816.0,13.1,9.5,50,4.7,2.0,3.9,8.0,6.5,5.0,129.25,1
3448,67,26-35,30,大专,3834.4,2031.5,19.8,8.5,34,3.9,3.1,6.7,6.4,6.2,5.1,404.86,5
3449,179,18-25,22,本科,9732.6,4663.4,48.7,6.5,107,2.2,4.8,5.8,4.8,5.7,4.0,1808.04,9
3450,118,26-35,30,大专,4214.1,1819.5,14.3,8.6,46,4.5,4.8,3.3,4.7,4.8,3.0,465.37,6
3451,4,46-55,50,高中及以下,2491.8,1709.4,20.4,8.7,32,6.9,4.4,2.2,10.0,5.4,4.4,117.43,1
3452,5,46-55,50,高中及以下,3992.6,492.8,7.3,9.0,26,5.3,3.2,4.3,6.5,5.6,4.2,117.43,1
3453,27,36-45,40,硕士,9314.8,609.7,6.0,7.2,5,5.5,3.3,5.0,6.7,2.3,3.5,216.09,3
3454,65,46-55,50,高中及以下,3736.7,1768.6,30.9,8.9,46,4.2,3.7,4.6,4.1,5.0,3.4,576.08,6
3455,34,18-25,22,大专,5594.7,1531.7,21.0,6.8,31,4.7,4.1,4.8,9.5,2.8,4.3,337.83,5
3456,54,36-45,40,高中及以下,2773.2,728.5,15.9,10.0,29,5.0,4.3,6.0,4.9,5.2,4.0,416.13,5
3457,34,46-55,50,本科,8630.4,760.9,22.0,8.1,27,6.5,3.5,7.0,5.4,8.6,5.5,337.83,5
3458,159,36-45,40,硕士,9316.7,1297.0,5.0,8.2,55,4.0,3.7,6.1,10.0,5.9,5.8,286.16,4
3459,89,26-35,30,高中及以下,2722.3,328.6,20.6,6.7,18,3.4,1.8,4.8,6.8,7.3,5.1,247.96,3
3460,138,36-45,40,高中及以下,3255.2,733.2,10.8,8.5,43,4.6,3.8,5.2,3.9,5.5,3.6,334.79,4
3461,70,46-55,50,大专,6146.9,1969.9,14.6,9.6,37,6.4,2.2,7.8,7.7,6.4,5.9,213.02,3
3462,103,36-45,40,高中及以下,5213.4,343.5,18.4,8.8,28,5.2,2.1,3.3,8.1,6.6,4.8,66.53,0
3463,125,55+,60,大专,7832.5,3535.7,42.4,5.2,43,2.1,5.2,6.3,4.9,3.9,3.6,1326.71,8
3464,10,55+,60,高中及以下,3529.5,588.7,16.0,8.5,33,3.5,3.4,6.6,7.9,6.6,5.5,93.37,0
3465,59,36-45,40,硕士,13933.1,605.0,19.5,7.8,49,5.1,2.4,5.3,6.3,4.0,4.1,393.68,5
3466,187,55+,60,硕士,8900.7,1363.7,6.5,9.2,22,5.2,2.7,4.9,7.7,5.6,4.8,137.99,1
3467,173,55+,60,高中及以下,3312.6,1082.5,16.8,8.8,20,6.3,1.8,6.3,5.5,5.5,4.7,208.75,3
3468,179,26-35,30,硕士,19795.1,5545.4,64.4,7.6,80,3.8,5.6,7.1,5.6,4.1,4.0,1808.04,9
3469,6,46-55,50,本科,8648.2,2768.2,27.9,7.7,52,5.5,3.5,6.1,5.1,5.7,4.3,719.97,7
3470,119,26-35,30,大专,6267.4,705.3,11.4,9.4,62,5.0,3.0,4.3,5.7,6.7,4.3,314.8,4
3471,65,46-55,50,大专,5738.0,1753.5,16.6,7.8,35,5.2,3.7,4.1,6.0,4.6,3.7,576.08,6
3472,168,26-35,30,高中及以下,4629.4,1575.9,9.5,8.7,36,4.6,2.8,6.0,9.0,5.1,5.3,116.12,1
3473,124,26-35,30,本科,8341.3,1666.5,19.1,7.6,28,5.1,4.1,6.4,8.4,6.5,5.5,266.9,4
3474,46,55+,60,硕士,6349.4,332.9,11.7,9.2,18,5.5,2.8,5.2,7.7,6.2,5.1,93.63,0
3475,10,26-35,30,本科,6091.8,567.9,17.9,7.6,45,6.9,4.5,6.0,8.3,2.6,4.2,93.37,0
3476,144,46-55,50,本科,4586.8,1718.4,15.8,9.6,16,4.7,2.8,5.6,4.5,3.2,3.4,192.46,2
3477,179,18-25,22,高中及以下,5774.0,5060.0,54.0,6.0,100,3.2,7.5,7.9,4.9,6.0,4.3,1808.04,9
3478,71,36-45,40,大专,5219.4,1887.6,15.5,6.8,42,6.4,3.7,8.2,8.4,4.1,5.4,690.93,7
3479,96,36-45,40,本科,6596.6,2304.3,13.8,9.2,49,5.6,2.8,4.9,8.4,5.6,5.0,199.56,2
3480,152,46-55,50,高中及以下,3190.9,1003.6,12.6,7.6,20,4.9,1.7,4.8,8.0,5.5,5.0,75.19,0
3481,122,36-45,40,大专,5562.6,1777.4,25.3,8.1,50,7.0,4.4,4.7,6.4,7.7,4.7,603.53,6
3482,125,36-45,40,本科,7044.4,3675.1,39.6,6.8,78,3.7,6.6,6.8,6.1,4.0,3.9,1326.71,8
3483,64,26-35,30,高中及以下,2997.4,1591.9,15.9,7.9,26,6.0,3.7,7.7,7.5,6.0,5.5,334.46,4
3484,22,26-35,30,高中及以下,4219.1,1045.6,9.5,10.0,28,7.1,3.8,6.0,8.1,9.0,6.1,158.78,1
3485,106,36-45,40,硕士,12299.5,3177.4,36.0,8.0,36,2.9,3.3,4.0,7.7,9.1,5.5,978.66,8
3486,118,26-35,30,大专,5811.3,1423.4,23.1,7.3,22,5.8,2.6,3.6,8.0,6.0,4.7,465.37,6
3487,157,46-55,50,本科,7562.4,960.1,16.7,9.4,50,4.1,2.6,7.5,10.0,6.9,6.6,238.37,3
3488,16,55+,60,高中及以下,2216.3,743.3,18.7,10.0,9,6.1,1.0,6.5,6.6,8.7,6.1,53.9,0
3489,45,36-45,40,本科,7828.6,956.3,8.2,8.7,36,5.4,1.0,2.1,6.1,8.9,4.7,72.25,0
3490,54,18-25,22,本科,9330.9,1807.8,21.7,7.4,20,3.7,2.7,7.6,6.7,4.4,5.0,416.13,5
3491,115,26-35,30,本科,7118.0,1688.0,17.0,7.8,21,6.4,4.0,5.0,5.9,6.3,4.3,200.65,2
3492,90,55+,60,大专,3051.5,1382.7,14.4,9.4,35,4.7,3.0,3.1,3.8,5.3,3.1,163.54,2
3493,145,46-55,50,本科,9796.6,985.7,11.8,7.2,47,4.1,3.8,3.7,7.8,4.1,3.9,324.35,4
3494,174,46-55,50,本科,7606.3,1443.3,14.8,8.4,20,4.9,2.7,5.5,7.1,7.9,5.5,195.72,2
3495,125,26-35,30,硕士,15255.5,3502.6,45.8,6.0,55,4.8,5.7,3.9,8.0,4.9,4.0,1326.71,8
3496,176,26-35,30,硕士,9056.7,764.4,16.5,8.9,22,5.1,2.3,5.0,5.8,6.7,4.7,150.36,1
3497,135,36-45,40,本科,6530.0,1341.4,25.6,9.0,50,5.2,4.4,3.3,4.1,4.7,2.8,699.2,7
3498,122,36-45,40,本科,6410.2,1379.3,26.0,8.7,48,6.0,4.6,6.6,4.7,7.1,4.6,603.53,6
3499,113,36-45,40,本科,9273.8,5076.2,50.4,6.0,52,5.4,7.0,8.5,7.7,1.8,4.1,1742.79,9
3500,113,36-45,40,高中及以下,5090.2,4675.1,51.7,6.6,50,2.2,6.3,6.8,4.4,6.9,4.3,1742.79,9
3501,39,26-35,30,大专,5345.2,898.9,8.9,9.9,5,7.7,2.2,6.7,8.6,5.2,5.5,180.7,2
3502,110,26-35,30,本科,7868.8,619.8,10.0,7.9,26,7.1,1.9,4.9,5.1,4.1,3.8,21.79,0
3503,159,55+,60,高中及以下,3172.0,1451.1,13.5,9.5,24,5.9,1.8,4.4,5.5,7.4,4.7,286.16,4
3504,116,18-25,22,本科,7206.5,1892.0,11.7,5.9,22,4.5,4.0,5.8,10.0,5.2,5.4,143.35,1
3505,94,46-55,50,本科,7117.7,819.1,9.6,9.7,21,5.2,2.1,3.9,7.7,5.5,4.6,100.27,0
3506,182,26-35,30,本科,5269.4,200.0,8.2,8.7,7,4.8,3.8,6.4,8.7,5.2,5.3,50.86,0
3507,3,55+,60,高中及以下,4237.4,1785.4,32.6,8.8,41,5.4,4.0,6.1,9.7,6.9,5.9,680.64,7
3508,31,36-45,40,博士,23141.4,2465.5,32.8,8.4,53,5.0,5.4,4.2,5.7,7.6,4.2,946.03,7
3509,179,26-35,30,硕士,13543.6,6175.7,48.1,5.7,71,1.3,6.6,2.4,3.6,6.7,2.7,1808.04,9
